arm,arm_label,seed,learning_rule,update,train_reward,welfare,join_rate,success_rate,message_norm,hidden_norm,live_monitor_content_accuracy,live_monitor_content_balanced_accuracy,live_monitor_true_probability
asymmetric_free,Private Allowed,0,ppo,120.0,0.5033196210861206,0.5240462422370911,0.6242513060569763,0.5670573115348816,3.170112371444702,2.832965850830078,,,
asymmetric_free,Private Allowed,1,ppo,1.0,-0.03418790549039841,-0.021520184352993965,0.4518229365348816,0.3385416567325592,2.4664387702941895,1.9685559272766113,,,
asymmetric_free,Private Allowed,1,ppo,12.0,0.41108939051628113,0.42494630813598633,0.6427083611488342,0.5247395634651184,2.5802485942840576,2.0606377124786377,,,
asymmetric_free,Private Allowed,1,ppo,24.0,0.48869162797927856,0.5050228238105774,0.6410481929779053,0.56396484375,2.801252841949463,2.2200679779052734,,,
asymmetric_free,Private Allowed,1,ppo,36.0,0.49130213260650635,0.50931316614151,0.6222330927848816,0.55810546875,2.9416043758392334,2.268171787261963,,,
asymmetric_free,Private Allowed,1,ppo,48.0,0.5015643239021301,0.5211295485496521,0.6341797113418579,0.56982421875,3.064838409423828,2.3757588863372803,,,
asymmetric_free,Private Allowed,1,ppo,60.0,0.5110634565353394,0.5307421684265137,0.6398112177848816,0.57763671875,3.0737245082855225,2.423851251602173,,,
asymmetric_free,Private Allowed,1,ppo,72.0,0.5026813745498657,0.5226334929466248,0.6220052242279053,0.5654296875,3.093153476715088,2.450065851211548,,,
asymmetric_free,Private Allowed,1,ppo,84.0,0.5095529556274414,0.5307275652885437,0.6278320550918579,0.572265625,3.1900722980499268,2.55350661277771,,,
asymmetric_free,Private Allowed,1,ppo,96.0,0.5072481632232666,0.5288069844245911,0.6312500238418579,0.5729166865348816,3.2179155349731445,2.577569007873535,,,
asymmetric_free,Private Allowed,1,ppo,108.0,0.5131269693374634,0.5350521206855774,0.6250976920127869,0.5732421875,3.2474122047424316,2.58914852142334,,,
asymmetric_free,Private Allowed,1,ppo,120.0,0.49993231892585754,0.5221810340881348,0.6146810054779053,0.5621744990348816,3.2698094844818115,2.634455919265747,,,
asymmetric_free,Private Allowed,2,ppo,1.0,-0.04853932932019234,-0.03579752892255783,0.48300784826278687,0.330078125,2.4735124111175537,1.9736659526824951,,,
asymmetric_free,Private Allowed,2,ppo,12.0,0.4233366549015045,0.4372688829898834,0.646679699420929,0.53271484375,2.5897843837738037,2.1304712295532227,,,
asymmetric_free,Private Allowed,2,ppo,24.0,0.4870966970920563,0.5036507844924927,0.6384440660476685,0.5613606572151184,2.826634407043457,2.471855640411377,,,
asymmetric_free,Private Allowed,2,ppo,36.0,0.4948260188102722,0.5128955245018005,0.6267578601837158,0.5616862177848816,2.954627752304077,2.6379075050354004,,,
asymmetric_free,Private Allowed,2,ppo,48.0,0.47794345021247864,0.49770835041999817,0.6190429925918579,0.5498046875,3.0932278633117676,2.7920024394989014,,,
