arm,arm_label,sender_seed,receiver_seed,self_play,welfare,shuffled_welfare,message_value,join_rate,success_rate,visible_norm,hidden_norm,hidden_norm_share,hidden_causal_influence,hidden_shuffle_causal_influence,hidden_action_flip_rate,hidden_probe_gain,causal_strategic_opacity_gap,probe_strategic_opacity_gap,live_monitor_content_accuracy,live_monitor_true_probability,full_content_balanced_accuracy,auditor_content_balanced_accuracy,visible_content_balanced_accuracy,hidden_content_balanced_accuracy
visible_bottleneck,Public Only,1,3,False,-0.30873197317123413,0.15955199301242828,-0.4682839661836624,0.42639997601509094,0.11840000003576279,2.9646217823028564,0.3128291666507721,0.09544892403367536,1.460769372130244e-08,3.024885941727007e-08,0.0,0.011257690439970047,0.0,0.0,,,0.9371599334089091,0.9259022429689391,0.9396118898277637,0.9246450644197134
visible_bottleneck,Public Only,2,0,False,0.5469399690628052,0.2869679927825928,0.2599719762802124,0.6535999774932861,0.5932000279426575,3.0327486991882324,0.3560744524002075,0.10507318808693368,5.34320188094739e-09,1.7919061789939406e-08,0.0,0.00683134422029108,1.3890827526540412e-09,0.0017759580575994788,,,0.9730243721838914,0.9661930279636003,0.9676202982500364,0.9025596596810989
visible_bottleneck,Public Only,2,1,False,-0.25108399987220764,0.1476919949054718,-0.39877599477767944,0.3320799767971039,0.09679999947547913,3.0318126678466797,0.3552354872226715,0.10488055408689574,1.8466257856175616e-08,3.858674091361536e-08,0.0,0.014335627628872305,0.0,0.0,,,0.9718404015888531,0.9575047739599808,0.9638498681497163,0.896685323575873
visible_bottleneck,Public Only,2,2,True,0.531711995601654,0.2699759900569916,0.2617360055446625,0.6279199719429016,0.5727999806404114,3.0443930625915527,0.3553747534751892,0.10452912454660779,4.830464472860285e-09,1.4670586523379825e-08,0.0,0.003896315630115943,1.2643064760518547e-09,0.0010198060893677815,,,0.9657562386552622,0.9618599230251462,0.9551908358916013,0.904248654218666
visible_bottleneck,Public Only,2,3,False,0.538379967212677,0.29995599389076233,0.23842397332191467,0.6593599915504456,0.5892000198364258,3.039604902267456,0.35657498240470886,0.1049929610660565,5.729756669126118e-09,1.6015315296158406e-08,0.0,0.0,1.3661113512207883e-09,0.0,,,0.9653039219054209,0.9681209907600685,0.9605242469712362,0.8941966460364723
visible_bottleneck,Public Only,3,0,False,0.5255839824676514,0.2692839801311493,0.2563000023365021,0.632319986820221,0.5720000267028809,2.892508029937744,0.32854780554771423,0.1020000342521841,5.440432548908802e-09,1.8624071174144774e-08,0.0,0.0050330961068325575,1.394382874996908e-09,0.001289982543941024,,,0.9539155679197214,0.9488824718128889,0.9459272552763722,0.9508057568331779
visible_bottleneck,Public Only,3,1,False,-0.2866719961166382,0.17527200281620026,-0.46194399893283844,0.3840000033378601,0.10520000010728836,2.9075112342834473,0.3315487504005432,0.10235955862759047,1.5499329819590457e-08,2.8561366605117655e-08,0.0,0.002159561015460665,0.0,0.0,,,0.9455208574639822,0.9433612964485215,0.9442647719252846,0.9395020622239785
visible_bottleneck,Public Only,3,2,False,0.5351960062980652,0.25433599948883057,0.2808600068092346,0.617680013179779,0.5708000063896179,2.8763318061828613,0.3271803557872772,0.10213176640043205,5.334056307759738e-09,1.5323703195235794e-08,0.0,0.012838260193843709,1.498123090918241e-09,0.00360575384546167,,,0.957845822093069,0.9450075618992253,0.9390469954249901,0.9387952247967221
visible_bottleneck,Public Only,3,3,True,0.5357440114021301,0.2594119906425476,0.2763320207595825,0.6268799901008606,0.5748000144958496,2.904020309448242,0.3307064473628998,0.1022362852338467,4.848093038134493e-09,1.569000396273168e-08,0.0,0.02478831814656901,1.3396833460581683e-09,0.0068498060446728435,,,0.9549991608984237,0.9302108427518547,0.9408299277662544,0.9381025614410895
asymmetric_free,Private Allowed,0,0,True,0.5271999835968018,0.23947998881340027,0.2877199947834015,0.6203199625015259,0.5680000185966492,0.8102710843086243,2.638709306716919,0.7650693850226,0.09174487739801407,0.27487027645111084,0.2749599814414978,0.01877270060416758,0.026396835646360417,0.005401281319901454,,,0.9865062276845483,0.9677335270803807,0.973951701129334,0.9831870740618386
