arm,arm_label,seed,learning_rule,theta_left,theta_right,theta_mid,join_rate,success_rate,welfare
public_monitored,Public Monitored,3,ppo,1.1333333333333333,1.3,1.2166666666666668,0.19800995290279388,0.0,-0.14915421605110168
public_monitored,Public Monitored,3,ppo,1.3,1.4666666666666666,1.3833333333333333,0.03654080256819725,0.0,-0.02716199681162834
public_monitored,Public Monitored,3,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.003863636404275894,0.0,-0.0026590910274535418
public_monitored,Public Monitored,3,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
private_monitored,Private Monitored,0,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
private_monitored,Private Monitored,0,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
private_monitored,Private Monitored,0,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
private_monitored,Private Monitored,0,ppo,0.3,0.4666666666666666,0.3833333333333333,0.9997605085372925,1.0,0.9997605085372925
private_monitored,Private Monitored,0,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9988465905189514,0.9988465905189514,0.9988465905189514
private_monitored,Private Monitored,0,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9754345417022705,0.9721900224685669,0.9686211347579956
private_monitored,Private Monitored,0,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8294840455055237,0.8009827733039856,0.7802457213401794
private_monitored,Private Monitored,0,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.5193588137626648,0.13933415710926056,-0.14599260687828064
private_monitored,Private Monitored,0,ppo,1.1333333333333333,1.3,1.2166666666666668,0.15278121829032898,0.0,-0.11060569435358047
private_monitored,Private Monitored,0,ppo,1.3,1.4666666666666666,1.3833333333333333,0.023076923564076424,0.0,-0.016215883195400238
private_monitored,Private Monitored,0,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.001987577648833394,0.0,-0.0014409938594326377
private_monitored,Private Monitored,0,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
private_monitored,Private Monitored,1,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
private_monitored,Private Monitored,1,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
private_monitored,Private Monitored,1,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
